id,Sex,Length,Diameter,Height,Weight,Age,price
9559,M,1.6,1.35,0.4625,37.024447,17,9.00
9560,F,1.6875,1.2875,0.45,50.2636635,10,6.00
9561,M,1.75,1.3625,0.5625,53.4388075,10,9.00
9562,F,1.375,1.0625,0.35,23.40251225,9,5.00
9563,M,1.1,0.825,0.3125,12.34620725,7,9.00
9564,M,1.3,1,0.4,23.37416275,8,8.00
9565,M,1.6875,1.25,0.475,41.71628925,10,7.00
9566,M,1.475,1.15,0.375,30.94347925,10,9.00
9567,I,0.325,0.2375,0.075,0.5386405,5,6.00
9568,M,1.5625,1.225,0.425,38.22930075,10,10.00
9569,M,1.6,1.2875,0.4125,39.81687275,11,10.00
9570,I,1.0125,0.7625,0.225,8.20718025,6,8.00
9571,I,0.4625,0.3375,0.1125,0.86465975,4,5.00
9572,I,1.2875,1,0.325,17.02387475,11,6.00
9573,I,0.9875,0.7,0.25,9.19941275,8,9.00
9574,M,1.5375,1.1875,0.35,26.03901575,13,5.00
9575,F,1.8875,1.4125,0.5375,63.37530725,15,6.00
9576,I,1.3,1.025,0.35,20.2698925,9,10.00
9577,I,1.1,0.85,0.225,11.58077075,8,5.00
9578,I,0.8875,0.7125,0.225,6.42116175,8,10.00
9579,M,1.6375,1.275,0.4375,46.67745175,12,7.00
9580,M,1.2,0.95,0.2875,16.42853525,8,7.00
9581,M,1.15,0.875,0.35,12.74310025,9,5.00
9582,M,1.6,1.2875,0.4625,35.210079,16,6.00
9583,F,1.7875,1.4375,0.55,58.04560125,10,6.00
9584,M,1.3625,1.025,0.35,17.95940825,9,7.00
9585,F,1.4875,1.225,0.375,31.60600575,10,10.00
9586,M,1.4875,1.1875,0.4125,26.365035,10,9.00
9587,F,1.375,1.075,0.325,23.7852305,12,8.00
9588,M,1.55,1.2,0.4125,32.04910975,11,10.00
9589,I,1.4,1.125,0.3375,21.55979475,9,7.00
9590,I,0.9375,0.675,0.2,5.443104,6,5.00
9591,I,1.1,0.8875,0.3,13.39513875,7,8.00
9592,I,0.9625,0.75,0.225,7.9662095,6,6.00
9593,I,1.3875,1.0475,0.35,22.5945515,9,6.00
9594,M,0.6,0.4375,0.1125,2.664853,5,8.00
9595,M,1.0625,0.8125,0.3,12.076887,14,5.00
9596,F,1.5,1.2,0.4,26.01066625,10,7.00
9597,M,1.1875,0.9375,0.3125,16.93882625,8,9.00
9598,F,1.5,1.15,0.3875,30.34813975,9,7.00
9599,M,1.8,1.4,0.5375,57.6345335,10,9.00
9600,F,1.35,1.0375,0.3625,21.58814425,10,8.00
9601,F,1.4875,1.1375,0.3875,26.7902775,9,10.00
9602,M,1.4375,1.2125,0.375,24.36639525,11,7.00
9603,I,1.4,1.0625,0.35,22.169309,9,9.00
9604,I,0.75,0.575,0.225,4.252425,6,5.00
9605,M,1.2625,0.975,0.3875,17.7184375,10,8.00
9606,I,1,0.775,0.2375,8.50485,8,9.00
9607,I,1.2125,0.925,0.3,14.968536,8,5.00
9608,M,1.4375,1.125,0.4125,25.27357925,12,10.00
9609,F,1.5,1.175,0.3625,31.75144,10,7.00
9610,I,0.875,0.6625,0.225,5.6699,6,6.00
9611,M,1.6125,1.3125,0.475,41.71628925,9,6.00
9612,I,1.1,0.8125,0.225,11.55242125,8,9.00
9613,I,1.3875,1.1375,0.3625,22.5945515,8,10.00
9614,M,1.625,1.2875,0.475,37.37881575,11,8.00
9615,F,1.6375,1.2625,0.4125,36.61337925,11,10.00
9616,F,1.25,0.9625,0.3875,19.674553,9,9.00
9617,M,1.4625,1.1375,0.3375,24.777463,8,5.00
9618,M,1.3125,0.95,0.325,18.83824275,9,7.00
9619,I,1.075,0.85,0.275,9.51125725,7,7.00
9620,I,1.0375,0.775,0.25,10.44679075,7,7.00
9621,I,1.3875,1.0875,0.35,24.76328825,19,6.00
9622,M,1.3875,1.0875,0.375,24.67823975,10,8.00
9623,F,0.8375,0.65,0.475,5.783298,18,7.00
9624,M,1.5875,1.3125,0.4375,41.71628925,11,8.00
9625,M,1.675,1.25,0.4375,53.4388075,18,9.00
9626,I,1.2,0.8875,0.2625,14.44407025,9,9.00
9627,I,1.05,0.875,0.275,12.587178,8,5.00
9628,M,1.6875,1.375,0.4375,44.22522,10,7.00
9629,I,0.5375,0.375,0.0625,1.190679,3,5.00
9630,M,1.15,0.875,0.2625,12.71475075,9,10.00
9631,I,1.125,0.85,0.3,13.53688625,9,9.00
9632,F,1.4125,1.1875,0.375,30.34813975,13,8.00
9633,I,1.0625,0.8125,0.2875,10.1774705,9,8.00
9634,I,0.925,0.7,0.2625,6.50621025,8,6.00
9635,F,1.425,1.125,0.4,26.7335785,15,9.00
9636,I,1.45,1.1625,0.5,37.98833,17,9.00
9637,M,1.5875,1.3125,0.5625,39.405805,9,5.00
9638,F,1.525,1.1875,0.4,31.59551775,10,10.00
9639,F,1.2625,0.95,0.35,16.68368075,13,6.00
9640,F,1.6,1.25,0.5125,39.519203,11,6.00
9641,I,1.1,0.8625,0.3,12.6722265,8,7.00
9642,M,1.7875,1.3875,0.45,49.17220775,11,10.00
9643,M,1.4,1.1625,0.3,24.323871,10,9.00
9644,M,1.5125,1.2375,0.45,35.6920205,10,9.00
9645,I,1.55,1.2125,0.375,34.25260325,14,6.00
9646,F,1.625,1.3125,0.5,38.11590275,20,10.00
9647,F,1.5625,1.1875,0.425,33.83512825,19,7.00
9648,F,1.3,1.0625,0.3625,22.92057075,8,9.00
9649,M,1.1875,0.9,0.3125,13.664459,13,6.00
9650,M,1.475,1.1,0.3375,26.988724,9,9.00
9651,I,1.375,1,0.35,17.56251525,8,8.00
9652,F,1.25,1,0.4,20.22736825,12,9.00
9653,F,1,0.7875,0.2875,9.1001895,10,5.00
9654,M,1.575,1.225,0.4875,34.06192425,9,9.00
9655,I,0.7875,0.6,0.25,4.52174525,7,9.00
9656,M,1.6375,1.2375,0.425,36.6559035,9,5.00
9657,M,0.925,0.6875,0.225,7.98038425,7,5.00
9658,I,0.9,0.6375,0.2125,5.06038575,7,6.00
9659,M,1.3125,1.0125,0.3125,21.4605715,10,5.00
9660,M,1.675,1.35,0.4375,40.78075575,15,5.00
9661,M,1.55,1.225,0.4125,28.5479465,11,10.00
9662,M,1.575,1.25,0.3875,38.68289275,11,7.00
9663,F,1.35,1.05,0.3125,22.55202725,10,9.00
9664,M,1.7875,1.375,0.475,41.8722115,10,5.00
9665,M,1.5,1.1625,0.3875,31.19862475,8,5.00
9666,I,0.525,0.375,0.1625,1.45999925,5,9.00
9667,M,1.3,0.95,0.325,17.61921425,9,7.00
9668,F,1.4875,1.225,0.5125,34.529691,9,8.00
9669,F,1.425,1.1,0.35,24.56484175,9,9.00
9670,M,1.3125,1.0625,0.35,24.30969625,10,9.00
9671,M,1.475,1.225,0.3625,31.127751,15,7.00
9672,M,1.5625,1.2375,0.4,31.127751,11,8.00
9673,I,0.4375,0.3125,0.1375,0.66621325,4,8.00
9674,I,0.4875,0.3625,0.15,0.89300925,5,9.00
9675,I,1.375,1.075,0.3125,18.24290325,11,6.00
9676,M,1.2125,0.925,0.2625,14.5999925,7,6.00
9677,M,1.2125,0.925,0.4375,33.12639075,17,7.00
9678,F,1.575,1.15,0.4375,27.1304715,11,7.00
9679,M,1.55,1.1625,0.425,29.5685285,8,6.00
9680,M,1.5875,1.2125,0.425,37.32211675,12,6.00
9681,M,1.45,1.1125,0.4125,26.01066625,11,10.00
9682,I,0.9125,0.675,0.2125,6.917278,6,7.00
9683,F,1.225,0.9875,0.3375,16.726205,9,10.00
9684,I,1.125,0.8875,0.3,13.53688625,9,5.00
9685,F,1.225,0.9375,0.275,15.0535845,7,6.00
9686,M,1.175,0.9375,0.3125,13.16834275,10,8.00
9687,I,1.3375,1.1375,0.4125,27.62658775,15,10.00
9688,F,1.2625,0.975,0.2875,16.40018575,9,8.00
9689,I,1.25,1.025,0.3375,16.85377775,9,6.00
9690,I,1.4,1.075,0.35,24.96173475,9,8.00
9691,I,0.525,0.375,0.0625,1.40330025,4,6.00
9692,F,1.375,1.1,0.375,25.51455,12,10.00
9693,M,1.225,1,0.3125,18.313777,9,8.00
9694,M,1.6375,1.25,0.4375,41.318824,19,10.00
9695,M,1.3625,1.0125,0.3625,19.97222275,10,8.00
9696,M,1.4,1.075,0.3625,22.2543575,11,5.00
9697,M,1.6,1.275,0.4375,43.7432785,11,9.00
9698,F,1.1875,0.9125,0.35,16.51358375,10,8.00
9699,I,0.7375,0.55,0.1625,3.38776525,7,6.00
9700,F,1.5625,1.225,0.3875,31.18445,9,9.00
9701,F,1.375,1.0875,0.3625,25.287754,14,7.00
9702,M,1.5,1.1625,0.35,29.10076175,9,10.00
9703,M,1.1625,0.8625,0.2625,12.190285,9,6.00
9704,I,1.25,1,0.3875,17.293195,11,9.00
9705,I,0.7125,0.525,0.175,2.73572675,5,8.00
9706,I,1.2125,0.95,0.3125,17.7184375,14,9.00
9707,M,1.375,1.075,0.4,22.2543575,10,9.00
9708,I,1.3875,1.075,0.35,23.85610425,16,8.00
9709,I,0.975,0.725,0.2625,7.087375,10,8.00
9710,M,1.3875,1.0625,0.35,24.47979325,10,7.00
9711,I,0.9625,0.675,0.225,6.10931725,6,6.00
9712,I,1.425,1.075,0.3625,22.6512505,9,8.00
9713,F,1.325,1.025,0.325,18.18620425,15,8.00
9714,F,1.575,1.25,0.3875,37.194544,12,5.00
9715,F,1.2375,1,0.45,19.85882475,9,6.00
9716,M,1.525,1.175,0.3875,29.540179,12,5.00
9717,F,1.6625,1.25,0.45,33.12639075,10,8.00
9718,M,1.625,1.2,0.4,35.6920205,8,7.00
9719,I,0.675,0.5125,0.1625,2.721552,5,8.00
9720,M,1,0.75,0.2625,9.185238,7,10.00
9721,F,1.6375,1.2875,0.5,42.354153,15,8.00
9722,I,0.9875,0.7875,0.25,7.1724235,9,5.00
9723,M,1.125,0.8375,0.2875,13.8062065,11,7.00
9724,M,0.8375,0.6,0,5.3013565,5,9.00
9725,M,1.5875,1.275,0.3875,36.07201825,9,8.00
9726,F,1.175,0.9,0.3,13.45183775,9,7.00
9727,M,1.0125,0.7625,0.225,10.0073735,6,6.00
9728,F,1.275,1.0125,0.3375,17.179797,13,8.00
9729,I,0.6375,0.475,0.1625,2.721552,5,5.00
9730,F,1.6875,1.3125,0.4625,46.096287,13,9.00
9731,M,1.6,1.275,0.4,32.2900805,10,7.00
9732,M,1.4875,1.175,0.3875,32.07745925,11,7.00
9733,I,0.6875,0.5125,0.2,2.8066005,5,5.00
9734,I,0.9625,0.75,0.3125,9.4970825,14,10.00
9735,M,1.575,1.2,0.4125,32.16250775,10,7.00
9736,F,1.4375,1.1375,0.375,26.52095725,10,5.00
9737,F,1.3125,1,0.2875,18.80989325,8,6.00
9738,I,0.7,0.525,0.1875,3.30271675,6,8.00
9739,I,1.2375,1,0.3375,16.4143605,10,10.00
9740,I,0.9375,0.725,0.25,6.30776375,8,7.00
9741,M,1.3375,1.025,0.325,19.80212575,8,5.00
9742,I,0.95,0.725,0.2125,6.33611325,7,8.00
9743,I,1.425,1.1375,0.4625,26.08154,17,7.00
9744,I,1.075,0.8125,0.25,10.95708175,7,6.00
9745,M,1.1875,0.925,0.3375,15.762322,11,9.00
9746,I,1.475,1.1625,0.3625,30.1355185,9,10.00
9747,M,1.625,1.2625,0.45,43.02036625,11,9.00
9748,F,1.55,1.225,0.4,34.60056475,11,5.00
9749,F,1.275,1,0.3375,23.643483,15,8.00
9750,F,1.6375,1.275,0.475,38.08755325,11,10.00
9751,M,1.6875,1.3125,0.4875,42.807745,11,9.00
9752,M,1.4875,1.0875,0.425,28.76056775,14,5.00
9753,M,1.6375,1.3,0.475,42.013959,12,6.00
9754,I,0.9375,0.725,0.225,8.06543275,7,5.00
9755,M,1.175,0.9375,0.3375,16.782904,10,9.00
9756,I,0.9625,0.7,0.25,7.81028725,8,7.00
9757,M,1.225,0.95,0.3125,18.5689225,11,6.00
9758,F,1.4875,1.1375,0.4,31.6096925,12,7.00
9759,M,1.6,1.3125,0.5,51.199197,18,9.00
9760,F,1.4375,1.175,0.4125,30.560761,9,5.00
9761,M,1.825,1.375,0.5125,49.90929475,10,7.00
9762,I,1.475,1.1875,0.35,24.8058125,15,5.00
9763,F,1.3,1.0375,0.3375,20.34076625,8,6.00
9764,M,1.3625,1.1125,0.35,24.8058125,9,5.00
9765,F,1.625,1.2875,0.4,36.85435,9,8.00
9766,M,1.2625,1,0.3,18.8524175,7,9.00
9767,I,0.925,0.675,0.2375,6.23689,7,5.00
9768,M,0.9125,0.6875,0.25,6.64795775,8,5.00
9769,M,1.25,0.9,0.3125,16.91047675,10,5.00
9770,I,0.6375,0.4625,0.1375,2.83495,5,6.00
9771,M,1.2125,0.9375,0.3,16.9813505,9,10.00
9772,I,1.0375,0.775,0.25,8.674947,7,10.00
9773,F,1.3125,1.0125,0.3125,20.921931,8,5.00
9774,F,1.2375,0.9875,0.3625,16.42853525,10,9.00
9775,M,1.575,1.2375,0.4375,37.704835,11,5.00
9776,F,1.4875,1.1,0.3875,30.3623145,9,6.00
9777,I,0.95,0.7,0.2125,7.98038425,6,8.00
9778,I,1.1125,0.825,0.2875,10.716111,6,6.00
9779,I,0.925,0.6875,0.225,5.88252125,10,9.00
9780,I,0.7,0.525,0.175,2.56562975,7,7.00
9781,I,1.325,0.9875,0.3125,17.0380495,8,5.00
9782,M,1.5,1.175,0.325,28.78891725,13,7.00
9783,M,1.4875,1.1625,0.375,29.21415975,9,7.00
9784,I,0.975,0.725,0.25,7.95203475,7,6.00
9785,M,1.525,1.175,0.4375,29.95124675,9,9.00
9786,F,1.375,1.1375,0.375,27.499015,13,7.00
9787,I,0.975,0.7375,0.2,7.2858215,6,9.00
9788,F,1.15,0.8625,0.3,13.53688625,9,5.00
9789,M,1.325,0.9875,0.35,23.700182,14,10.00
9790,M,1.7625,1.4125,0.4875,49.90929475,11,9.00
9791,I,0.7875,0.575,0.175,3.61456125,6,8.00
9792,F,1.4375,1.1,0.3375,24.720764,9,6.00
9793,I,1.4125,1.125,0.375,24.76328825,9,5.00
9794,M,1,0.6375,0.1875,5.45727875,5,6.00
9795,F,1.5875,1.2625,0.4,37.194544,10,5.00
9796,I,1.3125,1,0.4,18.1153305,10,5.00
9797,F,1.6625,1.275,0.45,38.5269705,14,6.00
9798,I,1.35,1.05,0.3375,18.15785475,10,8.00
9799,I,1.1875,0.95,0.3,14.5999925,8,10.00
9800,I,1.2,0.8875,0.25,12.74310025,9,8.00
9801,F,1.575,1.2125,0.425,33.89182725,10,8.00
9802,F,1.65,1.3625,0.5,46.776675,10,8.00
9803,I,0.875,0.65,0.2,5.6699,6,5.00
9804,M,1.375,1.0625,0.325,18.540573,11,6.00
9805,M,1.1875,0.8125,0.2875,18.83824275,8,8.00
9806,I,1.0875,0.85,0.2625,13.53688625,8,10.00
9807,M,1.6,1.2875,0.3875,34.699788,17,5.00
9808,F,1.1125,0.8375,0.2625,11.35397475,10,8.00
9809,F,1.4875,1.1875,0.3625,26.96173475,10,6.00
9810,I,0.9875,0.7375,0.25,7.540967,8,5.00
9811,M,1.7,1.3375,0.425,50.745605,14,8.00
9812,M,1.5,1.1875,0.375,26.46425825,10,6.00
9813,I,0.9125,0.675,0.25,6.1518415,7,7.00
9814,I,1.125,0.875,0.325,14.571643,9,5.00
9815,M,1.3,1.0125,0.4125,20.41164,9,10.00
9816,M,1.675,1.3125,0.4625,45.68521925,11,7.00
9817,F,1.475,1.1875,0.425,29.72445075,15,10.00
9818,I,1.2625,0.975,0.35,19.4194075,8,9.00
9819,M,1.3625,1.075,0.4875,25.287754,16,6.00
9820,I,0.8125,0.6,0.1875,4.082328,6,7.00
9821,M,1.4125,1.125,0.35,20.76600875,9,10.00
9822,F,1.575,1.25,0.425,35.833768,15,6.00
9823,F,1.525,1.2125,0.4375,34.6147395,8,6.00
9824,F,1.5375,1.1875,0.4375,35.81959325,12,6.00
9825,I,1.1875,0.875,0.2875,13.551061,8,8.00
9826,M,1.4125,1.075,0.375,24.79163775,10,10.00
9827,M,1.525,1.2375,0.4,32.81454625,10,5.00
9828,M,1.2625,0.9875,0.325,18.78154375,9,8.00
9829,M,1.625,1.3125,0.45,48.7327905,17,9.00
9830,I,0.95,0.7,0.25,7.6260155,7,9.00
9831,I,0.75,0.55,0,3.61456125,5,10.00
9832,F,1.6125,1.25,0.4,41.730464,11,7.00
9833,I,1.2625,0.975,0.325,19.40523275,8,6.00
9834,M,1.575,1.2625,0.425,37.03862175,9,7.00
9835,F,1.45,1.1125,0.3125,21.87163925,8,5.00
9836,F,1.5625,1.1625,0.3875,34.60056475,10,7.00
9837,M,1.4625,1.1625,0.4,31.2694985,10,9.00
9838,F,1.55,1.1375,0.4125,31.70891575,27,8.00
9839,I,1.425,1.125,0.35,28.64716975,8,6.00
9840,F,1.5125,1.1875,0.45,33.40988575,13,9.00
9841,F,1.1875,1,0.325,20.93610575,9,10.00
9842,I,0.8875,0.7,0.2125,6.44951125,6,5.00
9843,I,0.9,0.6625,0.225,5.06038575,6,7.00
9844,M,1.3375,1.0375,0.3625,22.226008,10,5.00
9845,M,1.3875,1.075,0.3625,23.45921125,9,6.00
9846,I,1.1375,0.8625,0.275,10.9712565,8,7.00
9847,M,1.675,1.3125,0.4125,43.0628905,10,7.00
9848,I,1.175,0.8875,0.325,14.07552675,8,10.00
9849,F,1.375,1.0625,0.3875,27.00289875,13,9.00
9850,M,1.225,0.95,0.3375,16.68368075,9,6.00
9851,M,1.425,1.125,0.3,21.4038725,8,8.00
9852,I,1.2125,0.9,0.3625,17.50581625,8,7.00
9853,M,1.5875,1.3,0.3875,39.405805,13,6.00
9854,M,1.125,0.825,0.35,20.76600875,10,8.00
9855,M,1.5375,1.25,0.4,36.61337925,9,7.00
9856,F,1.825,1.375,0.45,43.09124,10,7.00
9857,I,0.9375,0.725,0.2625,8.618248,9,10.00
9858,I,1.025,0.8125,0.225,10.2341695,7,10.00
9859,M,1.5875,1.2375,0.4,38.20095125,9,5.00
9860,M,1.7125,1.3375,0.5125,45.812792,23,8.00
9861,I,1.2375,0.9625,0.3375,15.195332,9,5.00
9862,I,1.05,0.825,0.2125,9.08601475,7,10.00
9863,M,1.5,1.2375,0.4125,29.48348,11,9.00
9864,M,1.5125,1.175,0.4,31.22697425,12,8.00
9865,F,1.55,1.25,0.3875,36.61337925,9,7.00
9866,I,1.025,0.7375,0.2625,8.901743,9,8.00
9867,M,1.8,1.4375,0.5125,53.6089045,11,5.00
9868,F,1.4125,1.075,0.4375,26.138239,9,6.00
9869,M,1.425,1.0875,0.3875,27.4139665,11,7.00
9870,F,1.7125,1.3125,0.4625,44.395317,12,7.00
9871,F,1.4875,1.2,0.375,33.43823525,14,9.00
9872,F,1.2625,0.95,0.3875,18.75319425,17,9.00
9873,F,1.4625,1.1625,0.425,26.32251075,9,8.00
9874,M,1.5875,1.225,0.4375,38.782116,13,10.00
9875,F,1.2625,0.975,0.4375,17.349894,10,8.00
9876,M,0.95,0.725,0.2125,6.0384435,7,6.00
9877,I,1.25,0.975,0.325,18.7957185,13,8.00
9878,M,1.475,1.175,0.375,33.29648775,8,7.00
9879,I,0.8625,0.6625,0.2125,5.82582225,5,6.00
9880,I,0.8125,0.6,0.2,4.20990075,6,10.00
9881,M,1.3125,1.025,0.3375,20.08562075,10,9.00
9882,I,0.6875,0.4875,0.1875,3.458639,5,10.00
9883,I,0.775,0.5875,0.2,4.7910655,7,8.00
9884,M,1.2125,0.9375,0.3125,15.4504775,8,6.00
9885,F,1.6125,1.25,0.4,37.03862175,9,10.00
9886,I,1.1,0.925,0.3125,14.968536,8,10.00
9887,F,1.6875,1.3375,0.55,47.7689075,17,7.00
9888,M,1.7,1.375,0.425,47.230267,12,6.00
9889,F,1.525,1.225,0.425,34.65726375,13,10.00
9890,I,0.6375,0.4625,0.1375,2.22543575,4,6.00
9891,I,1.075,0.8125,0.275,9.19941275,10,8.00
9892,M,1.4625,1.125,0.375,26.591831,10,5.00
9893,M,0.5625,0.3,0.1,1.91359125,7,10.00
9894,M,1.625,1.275,0.4375,39.9444455,13,6.00
9895,I,1.3625,1.075,0.3625,17.84601025,9,5.00
9896,F,1.45,1.1375,0.3625,25.95396725,13,10.00
9897,F,1.45,1.2,0.4,32.205032,11,7.00
9898,F,1.625,1.275,0.4,37.194544,12,5.00
9899,I,1.325,1.0375,0.35,17.78931125,10,9.00
9900,F,1.6125,1.25,0.3875,28.08017975,9,9.00
9901,I,1.2625,0.9625,0.3125,16.42853525,7,9.00
9902,M,1.7375,1.35,0.4875,49.8667705,11,10.00
9903,M,1.675,1.3125,0.4375,38.9805625,11,5.00
9904,M,1.3,1,0.3,16.839603,8,9.00
9905,I,1.4125,1.1125,0.325,21.8007655,8,8.00
9906,M,1.425,1.05,0.3875,28.236102,11,10.00
9907,F,1.5125,1.25,0.4,34.3879435,11,10.00
9908,M,1.6125,1.2625,0.4375,42.354153,18,8.00
9909,I,0.9625,0.75,0.2375,7.10154975,7,5.00
9910,I,1.2,0.925,0.3125,17.19397175,8,9.00
9911,F,1.525,1.2375,0.425,35.76289425,12,7.00
9912,I,0.6875,0.4375,0.25,3.6003865,6,8.00
9913,F,1.5875,1.2375,0.425,38.9805625,10,7.00
9914,F,1.5625,1.2125,0.4375,34.37376875,9,6.00
9915,F,1.4125,1.15,0.3625,24.153774,9,8.00
9916,I,1.0625,0.8375,0.275,10.2341695,9,10.00
9917,I,1.2875,1.0125,0.325,18.030282,9,7.00
9918,F,0.6625,0.5,0.1625,2.2963095,5,5.00
9919,I,0.4625,0.3125,0.1,0.77961125,5,7.00
9920,I,1.25,1,0.3625,16.40018575,14,9.00
9921,F,1.8,1.4125,0.4875,50.6605565,17,10.00
9922,M,1.5,1.1625,0.475,32.205032,15,7.00
9923,I,1.1375,0.875,0.3125,13.05494475,9,10.00
9924,M,1.125,0.8375,0.3,11.89261525,12,8.00
9925,I,1.25,0.95,0.375,16.896302,10,6.00
9926,F,1.575,1.275,0.4375,39.405805,9,8.00
9927,M,1.575,1.25,0.425,38.34269875,10,6.00
9928,M,1.425,1.1125,0.3375,25.95396725,9,8.00
9929,I,1,0.75,0.225,8.618248,7,8.00
9930,M,1.2125,0.8875,0.2875,15.4504775,10,5.00
9931,F,1.325,1.0375,0.3125,17.76096175,10,10.00
9932,F,1.0625,0.8625,0.3375,12.587178,11,9.00
9933,I,0.475,0.325,0.1,0.7654365,4,9.00
9934,F,1.6875,1.3,0.4375,44.395317,15,6.00
9935,I,1.125,0.8375,0.3,10.95708175,8,5.00
9936,I,1.25,0.9375,0.3125,15.3937785,8,10.00
9937,M,1.725,1.3,0.45,47.740558,11,10.00
9938,F,1.5375,1.175,0.4125,30.46153775,10,9.00
9939,I,1.2375,0.95,0.325,14.98271075,8,9.00
9940,F,1.7125,1.4,0.5125,49.798429,14,7.00
9941,M,1.1625,0.8875,0.2875,14.81261375,10,5.00
9942,M,1.15,0.825,0.3125,15.77649675,10,6.00
9943,I,0.925,0.6875,0.225,7.72523875,6,7.00
9944,F,1.6625,1.275,0.5125,48.5688475,15,10.00
9945,I,0.9375,0.7125,0.2375,6.76135575,6,5.00
9946,I,1.375,1.0625,0.3125,22.1976585,9,5.00
9947,F,1.2625,0.9625,0.2625,17.56251525,7,8.00
9948,M,1.5625,1.2125,0.4,31.5529935,10,7.00
9949,F,1.275,0.9375,0.325,18.01610725,10,8.00
9950,F,1.25,1,0.3625,21.4605715,10,7.00
9951,I,1.1375,0.8625,0.2625,12.74310025,9,7.00
9952,M,0.925,0.7,0.2125,8.63242275,6,5.00
9953,I,1.0875,0.8,0.275,11.35397475,8,9.00
9954,M,1.55,1.2125,0.4125,31.978236,9,7.00
9955,I,0.7,0.525,0.2,3.16096925,5,8.00
9956,M,1.5,1.125,0.3875,27.68328675,10,9.00
9957,M,1.075,0.8125,0.25,10.41844125,7,8.00
9958,F,1.1875,0.9375,0.3125,15.57805025,12,7.00
9959,I,1.225,0.9375,0.2875,15.422128,6,10.00
9960,M,1.5875,1.3,0.4125,40.9083285,9,6.00
9961,M,1.7375,1.4125,0.45,42.2124055,11,5.00
9962,M,1.4125,1.1125,0.3625,22.92057075,10,8.00
9963,F,1.325,1.0625,0.4375,23.51591025,17,8.00
9964,I,1.3125,1,0.4,22.849697,9,6.00
9965,I,1.1,0.875,0.3,13.19669225,7,5.00
9966,F,1.6,1.2125,0.4,39.27823225,13,10.00
9967,F,1.55,1.175,0.4375,30.71668325,12,7.00
9968,I,0.825,0.65,0.225,5.386405,7,7.00
9969,I,0.9125,0.675,0.2125,5.3013565,6,6.00
9970,I,0.725,0.5625,0.175,3.30271675,6,8.00
9971,M,1.3625,1.0625,0.3875,22.5945515,8,5.00
9972,I,0.525,0.425,0.1125,1.45999925,5,10.00
9973,M,1.225,0.975,0.3125,16.17338975,11,9.00
9974,I,1.1625,0.8875,0.3125,12.587178,8,5.00
9975,M,1.5,1.1625,0.4125,32.89959475,13,10.00
9976,M,1.45,1.15,0.4625,29.8520235,9,8.00
9977,F,1.6,1.2125,0.425,38.42774725,9,8.00
9978,M,1.45,1.125,0.3375,24.8058125,8,7.00
9979,M,1.4,1.1,0.3375,20.41164,11,7.00
9980,F,1.775,1.3375,0.4375,44.04094825,14,8.00
9981,F,1.45,1.2125,0.3875,37.03862175,21,10.00
9982,I,1.4,1.1,0.3875,22.92057075,10,6.00
9983,M,1.625,1.225,0.4125,32.58775025,9,10.00
9984,M,1.675,1.3125,0.4625,44.43784125,11,5.00
9985,I,1.275,1,0.4,19.20678625,15,10.00
9986,F,1.4625,1.125,0.375,26.932025,11,8.00
9987,F,1.575,1.2625,0.4875,40.653183,12,7.00
9988,F,1.6,1.25,0.425,46.379782,11,7.00
9989,M,1.475,1.1,0.3125,23.62930825,12,5.00
9990,M,1.5,1.1375,0.3875,32.41765325,10,7.00
9991,I,0.8,0.6,0.2125,4.80524025,6,5.00
9992,F,1.7625,1.375,0.4375,47.173568,13,9.00
9993,I,1.325,1.05,0.375,23.85610425,9,5.00
9994,M,1.025,0.8,0.2625,8.901743,10,6.00
9995,M,1.3125,1.0125,0.4,23.3316385,11,8.00
9996,I,0.95,0.75,0.2375,7.98038425,7,5.00
9997,I,1.3,1.0375,0.3375,18.370476,8,7.00
9998,M,1.5875,1.2625,0.4125,38.96638775,13,10.00
9999,F,1.5625,1.225,0.4375,34.79901125,10,9.00
10000,I,1.0125,0.7625,0.225,10.2341695,8,8.00
10001,F,1.6,1.2625,0.4125,32.98464325,9,9.00
10002,F,1.25,0.9875,0.35,14.78426425,11,7.00
10003,F,1.475,1.1375,0.4125,32.10580875,7,9.00
10004,M,1.4375,1.1125,0.35,26.20911275,10,8.00
10005,F,1.6,1.3125,0.4875,40.25629,12,5.00
10006,M,1.3375,1.0375,0.3125,18.15785475,9,6.00
10007,M,1.7125,1.2625,0.4375,46.67745175,11,10.00
10008,F,1.55,1.225,0.3875,34.189497,10,9.00
10009,M,0.825,0.5625,0.2125,5.79747275,9,9.00
10010,F,1.2875,1,0.4,22.452804,20,9.00
10011,F,0.9625,0.725,0.25,7.27164675,8,6.00
10012,M,1.55,1.2375,0.4375,37.137845,13,7.00
10013,F,1.675,1.3,0.4875,41.0784255,16,5.00
10014,I,0.9375,0.725,0.225,10.716111,6,5.00
10015,M,1.6125,1.25,0.4,32.6869735,9,6.00
10016,I,1.1875,0.875,0.3,11.850091,8,8.00
10017,I,0.9375,0.7,0.2125,7.10154975,6,7.00
10018,M,1.5875,1.2,0.4375,33.962701,10,6.00
10019,M,1.3875,1.1,0.45,23.43086175,9,10.00
10020,M,1.45,1.125,0.3625,25.51455,10,5.00
10021,F,1.075,0.85,0.25,11.89261525,9,5.00
10022,I,0.7875,0.6125,0.175,4.3941725,6,5.00
